Name,RA,Dec,V-Mag,Spectrum
HIP 8044,1.721242,45.322649,6.33,K2IV
44    Cas,1.722151,60.551332,5.78,B8IIIn
Phi Per,1.727675,50.688732,4.01,B2Vpe
HIP 8086,1.730596,32.192015,6.32,G8III-IV SB
HIP 8094,1.731888,-4.765514,6.2,K0
52Tau Cet,1.734479,-15.93748,3.49,G8V
HIP 8115,1.738317,57.536617,6.18,A3V
HIP 8127,1.740702,46.139692,6.32,K5III
HIP 8143,1.745466,-6.766164,6.45,G0
HIP 8148,1.746156,57.089226,6.25,A2V
109    Psc,1.748841,20.083149,6.27,G5IV
Torcular,1.756564,9.157736,4.26,K0III
Eps Scl,1.760763,-25.05261,5.29,F2IV
HIP 8230,1.766461,-5.733299,5.37,K4III
HIP 8233,1.766959,-27.348831,6.38,F2V
HIP 8240,1.76832,-50.816256,5.49,M3III
HIP 8241,1.768392,-53.522037,5.04,A1V
HIP 8320,1.787972,-41.759926,6.18,K5/M0III
HIP 8362,1.795668,63.852501,5.63,K0V
Tau2Hyi,1.796291,-80.176311,6.05,F0III
HIP 8369,1.796602,-37.159483,6.33,K0III
HIP 8370,1.79667,46.22975,6.33,F6V
4    Ari,1.803038,16.955551,5.86,B9.5V
HIP 8404,1.807227,3.685447,5.91,G9III
HIP 8423,1.810808,37.95287,5.94,K0III
HIP 8433,1.81155,32.69021,5.78,F8V
HIP 8475,1.820986,47.896924,6.01,A3V
HIP 8480,1.822059,-31.072463,6.35,K2/K3III
53Chi Cet,1.826418,-10.68641,4.66,F3III
HIP 8514,1.83024,-38.402797,6.37,F6V
1    Ari,1.835714,22.275338,5.83,K1III+...
HIP 8552,1.83893,-47.816392,6.14,K1IV
HIP 8588,1.84777,11.043378,5.92,F2Vw
HIP 8593,1.848459,-50.206138,5.94,A1V
HIP 8598,1.849198,51.933417,5.96,F5V
HIP 8641,1.857321,-39.835935,6.44,K1IIICN...
Baten Kaitos,1.857676,-10.335038,3.74,K2III
HIP 8664,1.8605,-6.874143,6.42,K0
HIP 8688,1.862805,-15.64748,6.44,M2III
1    Per,1.866476,55.147385,5.53,B1.5V
2    Per,1.869268,50.792794,5.7,B9p...
HIP 8771,1.880758,51.474836,6.28,A3V
HIP 8778,1.881142,-16.92925,5.78,F0V
Mothallah,1.884696,29.578829,3.42,F6IV
55    And,1.888152,40.72979,5.42,K1III
HIP 8820,1.889764,-38.594632,6.09,K1/K2III
Mesarthim,1.89217,19.293852,3.88,A1p Si
111Xi  Psc,1.892597,3.187536,4.61,K0III SB
Psi Phe,1.894102,-46.302669,4.39,M4III SB
HIP 8847,1.896803,55.597639,6.44,A5m
Phi Phe,1.906122,-42.49695,5.12,A3V
Segin,1.906584,63.670101,3.35,B2pvar
Sheratan,1.910668,20.808035,2.64,A5V...
HIP 8922,1.914938,40.702034,6.25,K2
Eta2Hyi,1.915572,-67.647303,4.68,G5III
HIP 8930,1.916015,37.12829,6.28,K0
HIP 8957,1.92213,-60.312484,6.43,F2V
HIP 8983,1.929576,-60.860975,6.07,F0IV/V
Sig Hyi,1.930642,-78.348548,6.15,F5/F6IV/V
7    Ari,1.930844,23.577322,5.76,K1III
HIP 8998,1.93162,1.849982,6.01,F7V+...
HIP 9001,1.9318,37.277786,5.89,K5III
Chi Eri,1.932564,-51.608896,3.69,G5IV
46Ome Cas,1.933337,68.685242,4.97,B8III
56    And,1.935927,37.25183,5.69,G8III...
HIP 9022,1.935945,-49.836446,6.37,B8/B9V
56    Cet,1.944499,-22.526785,4.92,K3III
HIP 9085,1.949961,-51.766244,6.1,F8V
HIP 9094,1.952669,-10.242427,6.42,G5
HIP 9095,1.952792,-47.385277,4.82,G8III
8Iot Ari,1.955848,17.817532,5.09,K1p...
HIP 9132,1.962151,27.804381,5.84,M2III
HIP 9149,1.964821,-65.4247,6.36,G8II/III
9Lam Ari,1.965478,23.596061,4.79,F0V
HIP 9163,1.966454,47.09552,6.48,K0
HIP 9207,1.974078,-33.066787,6.37,K0III
HIP 9220,1.975896,61.697788,6.02,B5III
3    Per,1.975973,49.204352,5.7,K0IV
Alp Hyi,1.979451,-61.569859,2.86,F0V
HIP 9237,1.979444,-11.300955,6.46,G5
HIP 9295,1.990524,12.294876,6.09,A6V
HIP 9307,1.993244,21.05857,5.89,K0III-IV
HIP 9312,1.993892,64.621602,5.29,A0Vn
HIP 9313,1.994118,-42.030532,5.57,K1III
HIP 9318,1.99475,-66.066558,6.09,K2III
57    Cet,1.996166,-20.824539,5.43,M0/M1III
59Ups Cet,2.000084,-21.077831,3.99,K5/M0III
112    Psc,2.002544,3.097015,5.89,G2IV
HIP 9372,2.007451,-8.523873,5.43,M3III
Pi  For,2.020759,-30.00183,5.34,G8III
Chi Phe,2.02844,-44.713509,5.15,K5III
48    Cas,2.032644,70.90702,4.49,A3IV
Alrescha,2.034117,2.763759,3.82,A2
4    Per,2.038359,54.487541,4.99,B8III
HIP 9521,2.041185,-29.665642,6.4,A3III
HIP 9533,2.043077,13.476716,5.97,M2III
HIP 9562,2.047705,-23.886628,6.3,K2III
52    Cas,2.047913,64.901466,6.0,A1Vn
HIP 9568,2.049177,77.916263,6.04,K0
3Eps Tri,2.049433,33.284135,5.5,A2V
HIP 9572,2.049602,-15.305932,5.87,K0II/III
53    Cas,2.050052,64.390018,5.59,B8Ib
HIP 9586,2.052914,73.85057,6.12,A5III
60    Cet,2.053236,0.128507,5.42,A5III
50    Cas,2.057268,72.421294,3.95,A2V
10    Ari,2.060927,25.935471,5.64,F8IV
HIP 9622,2.061247,-4.103516,5.61,K5Iab:
HIP 9627,2.061836,18.253238,6.24,K4III
61    Cet,2.063381,-0.340251,5.96,G5V...
Almach,2.064984,42.329725,2.1,B8V
HIP 9655,2.07013,-11.85977,6.43,K4III
Nu  For,2.074844,-29.296819,4.68,B9.5p (Si)
HIP 9685,2.076413,-54.881689,6.45,F2V
HIP 9706,2.080836,7.735664,6.44,K0
47    Cas,2.085315,77.281341,5.27,F0Vn
49    Cas,2.092103,76.11506,5.22,G8III
HIP 9809,2.103406,8.248114,6.27,M4
HIP 9827,2.108141,0.035384,6.29,K0
12Kap Ari,2.109423,22.648317,5.03,A2m
11    Ari,2.113676,25.704553,6.01,B9IV-Vn
HIP 9862,2.114458,-19.138869,6.39,K1III
Hamal,2.119555,23.462423,2.01,K2III
HIP 9951,2.134913,-41.88042,6.5,A4V
58    And,2.141454,37.859077,4.78,A5IV-V
HIP 9983,2.142655,44.459429,6.38,G8III
HIP 9990,2.144606,58.423601,5.66,A1Ia
HIP 9999,2.146017,-17.779155,6.07,M1III
HIP 10035,2.152584,-43.516596,5.84,K1III
HIP 10050,2.156419,17.224196,6.4,F5V
14    Ari,2.157036,25.939892,4.98,F2III
HIP 10054,2.157062,81.295945,6.05,A1V
4Bet Tri,2.159058,34.987297,3.0,A5III
HIP 10069,2.159668,-24.345785,6.48,F0IV/V
HIP 10096,2.163461,-40.866501,6.49,F3V
HIP 10111,2.168,-43.815574,6.32,G8III
HIP 10115,2.168817,53.843091,6.31,G8III
HIP 10138,2.173673,-50.823725,6.12,K0V
15    Ari,2.177109,19.500338,5.68,M3III
59    And,2.181342,39.039526,6.09,B9V
16    Ari,2.186682,25.936938,6.01,K4III
64    Cet,2.189189,8.569805,5.64,G0IV
HIP 10215,2.189507,-10.052162,6.0,F5V
5    Tri,2.190283,31.526398,6.24,A1m
5    Per,2.191443,57.645543,6.38,B5Ia
63    Cet,2.193287,-1.825429,5.94,G9III:
HIP 10273,2.20438,2.745551,6.49,G5
6    Tri,2.206191,30.303067,4.94,F5V comp SB
HIP 10296,2.210427,24.167778,5.96,K0
66    Cet,2.213206,-2.393637,5.65,F8V
17Eta Ari,2.213355,21.210993,5.23,F5V
HIP 10309,2.21388,79.69154,6.46,A3
Mu  For,2.21513,-30.723825,5.27,A0V
65Xi 1Cet,2.216665,8.846717,4.36,G8II:
HIP 10326,2.21694,-21.000137,5.86,K0III
19    Ari,2.217584,15.27986,5.72,M0III
60    And,2.220369,44.231652,4.84,K4III
HIP 10350,2.22252,74.027721,6.25,G8III
HIP 10361,2.225975,53.058589,6.5,K5
HIP 10366,2.226728,51.065818,5.31,G8III:var
HIP 10379,2.228225,58.560586,6.43,A3Iab
HIP 10396,2.231543,-9.06463,6.43,K0
HIP 10403,2.234022,47.484241,6.05,F5V
Pi 1Hyi,2.237366,-67.841441,5.57,M1III
55    Cas,2.241417,66.524428,6.05,B9V+...
HIP 10440,2.242208,-41.166765,5.91,G9III
HIP 10446,2.24388,28.691185,6.35,K1III
Pi 2Hyi,2.25794,-67.746366,5.67,K2III
21    Ari,2.261884,25.043043,5.57,F6V
20    Ari,2.262789,25.782937,5.79,F6IV-V
7    Tri,2.265635,33.358895,5.25,A0V
HIP 10562,2.266033,47.811937,6.37,G9III-IV
Phi Eri,2.275154,-51.512165,3.56,B8IV-V
HIP 10623,2.279251,83.561414,6.45,K0
HIP 10633,2.281032,57.055246,6.48,B1Iab
67    Cet,2.283068,-6.422116,5.51,G8III
8Del Tri,2.284191,34.224231,4.84,G0V
9Gam Tri,2.288573,33.847194,4.03,A1Vnn
8    Per,2.29996,57.89982,5.75,K3III
HIP 10723,2.3004,1.757802,5.6,G0.5IV
7    Per,2.301275,57.516321,5.99,G7III
22The Ari,2.302094,19.901164,5.58,A1Vn
10    Tri,2.315831,28.642674,5.29,A2V
HIP 10795,2.316097,23.167815,6.45,A7V
HIP 10798,2.316255,-25.945687,6.33,G8V
HIP 10814,2.319675,46.472261,6.21,A4V
62    And,2.321337,47.379973,5.31,A1V
Mira,2.322442,-2.977643,6.47,M5e-M9e
HIP 10830,2.322974,48.955463,6.44,F4V
HIP 10832,2.323546,-41.848367,6.36,K2III
HIP 10854,2.327994,-4.345573,6.5,A3V
HIP 10871,2.331739,-55.944796,5.81,K5III
HIP 10924,2.344864,47.310804,6.17,B5V
63    And,2.349499,50.151466,5.57,B9p Si
Del Hyi,2.362498,-68.659418,4.08,A3V
HIP 11020,2.365399,57.242916,6.4,A1Ia
69    Cet,2.36573,0.395675,5.29,M2III
HIP 11029,2.367092,-10.777534,5.43,F0V
HIP 11033,2.368051,-17.662169,5.89,K2III
HIP 11043,2.369927,-43.199811,6.3,K0III
70    Cet,2.37011,-0.884852,5.42,F0Vn
9    Per,2.372621,55.845653,5.16,A2Ia
Kap For,2.375704,-23.816326,5.19,G2V
HIP 11090,2.380644,41.396297,5.81,F0III-IV
Kap Hyi,2.38123,-73.645792,5.99,K0III
HIP 11102,2.381852,-51.092129,5.9,A5V
HIP 11108,2.382673,-18.354982,6.22,G8/K0III
HIP 11121,2.385166,-37.576144,6.47,K2III
HIP 11174,2.397707,55.364861,6.29,F7Ib
HIP 11212,2.405588,-25.847459,6.45,K3III
64    And,2.406919,50.006546,5.19,G8III
HIP 11231,2.4094,-40.840458,6.17,G5IV
24Xi  Ari,2.413627,10.610565,5.48,B7IV
Lam Hor,2.414987,-60.311947,5.36,F2III
71    Cet,2.416219,-2.780031,6.34,A0III
10    Per,2.421119,56.609823,6.25,B2Ia
HIP 11293,2.42402,-66.494026,6.39,M5III
65    And,2.42706,50.278631,4.73,K4III
72Rho Cet,2.432501,-12.29048,4.88,A0V
HIP 11348,2.433431,-15.341247,5.88,Ap SrCrEu
HIP 11381,2.443115,-20.042617,5.89,K2III
Kap Eri,2.449755,-47.70384,4.24,B5IV
HIP 11415,2.452011,27.012395,6.14,K5III
HIP 11427,2.456498,10.198326,6.45,F5V
11    Tri,2.457715,31.80128,5.55,K1III:
66    And,2.46438,50.569974,6.16,F4V
HIP 11474,2.466647,1.960846,6.45,K0III
Phi For,2.467139,-33.811039,5.13,A2/A3V
HIP 11479,2.467878,-64.299768,6.35,A0V
73Xi 2Cet,2.469317,8.460054,4.3,B9III
12    Tri,2.469439,29.66933,5.29,F0III
HIP 11524,2.47651,-31.102445,6.11,K2IIICN...
13    Tri,2.480139,29.93176,5.89,G0V
Iot Cas,2.484437,67.402474,4.46,A5p Sr
HIP 11578,2.487133,23.469026,6.2,A5m
HIP 11603,2.493155,9.565629,6.09,K2III
HIP 11644,2.503811,-25.186442,6.5,DAn...
HIP 11651,2.504611,33.833707,6.26,K1III
HIP 11670,2.508986,25.235036,5.88,F6IV
HIP 11671,2.509109,-22.545318,6.17,M0III
26    Ari,2.510671,19.855301,6.14,A9V
HIP 11687,2.512556,0.255749,6.0,A7III-IVs
27    Ari,2.51511,17.703856,6.21,G5III-IV
HIP 11738,2.525027,2.267182,5.27,K3III
Mu  Hyi,2.527834,-79.109382,5.27,G4III
Polaris,2.52975,89.264109,1.97,F7:Ib-IIv SB
76Sig Cet,2.534786,-15.244677,4.74,F5V
14    Tri,2.535045,36.147271,5.15,K5III
75    Cet,2.53595,-1.034896,5.36,G3III:
HIP 11802,2.537432,-36.427307,6.28,K0III
HIP 11840,2.547952,34.54241,5.84,K0III
29    Ari,2.548372,15.034554,6.0,F8V
Lam1For,2.551952,-34.649967,5.91,K0/K1III
HIP 11907,2.561173,-20.001921,6.19,K1III
Ome For,2.564085,-28.232343,4.96,B9V
HIP 11925,2.56517,-51.093546,6.24,F6V
77    Cet,2.578507,-7.859445,5.74,K4III
HIP 12022,2.584482,7.470993,6.17,G6III:
HIP 12057,2.591083,39.66438,6.36,B9MNp...
HIP 12072,2.594095,37.312263,5.72,K4III
15    Tri,2.596336,34.687558,5.38,M3III
78Nu  Cet,2.597909,5.593246,4.87,G8III
80    Cet,2.600013,-7.831597,5.53,M0III
268 G. Cet,2.601357,6.88687,5.79,K3V
Iot1For,2.602574,-30.044978,5.74,G8/K0III
HIP 12148,2.609742,7.730026,5.81,K0III:
31    Ari,2.610531,12.447639,5.64,F7V
HIP 12160,2.611954,31.607667,6.07,K0
HIP 12181,2.615879,38.733581,5.91,F5V
Lam2For,2.616281,-34.577977,5.78,G1V
30    Ari,2.61681,24.647222,6.48,F6III
HIP 12200,2.618489,32.891092,6.23,F8V
Eta Hor,2.623425,-52.543086,5.3,A6V
HIP 12239,2.626676,65.745336,5.8,K5III
81    Cet,2.628278,-3.396175,5.65,G5III:
HIP 12272,2.633542,7.695276,6.4,F6IV
HIP 12273,2.633909,72.818252,5.17,G8III
HIP 12287,2.638288,37.726715,6.19,F6III
Iot2For,2.638515,-30.194062,5.84,F5V
HIP 12300,2.640227,-37.990545,6.48,F6V
HIP 12305,2.641098,38.089141,6.29,B9.5V
HIP 12318,2.643557,3.443205,6.21,G9III
32Nu  Ari,2.646943,21.961408,5.45,A7V
82Del Cet,2.658044,0.328511,4.08,B2IV
83Eps Cet,2.659398,-11.872156,4.83,F5V
Eps Hyi,2.659799,-68.266946,4.12,B9III
HIP 12413,2.663326,-42.89167,4.74,A2V
HIP 12444,2.670117,-9.452875,5.79,F6V
HIP 12447,2.671026,6.111944,6.26,F3V:
Zet Hor,2.677666,-54.549911,5.21,F4IV
Iot Eri,2.677781,-39.855375,4.11,K0III
33    Ari,2.678075,27.060943,5.3,A3V
84    Cet,2.687222,-0.695653,5.72,F7IV
HIP 12562,2.692814,-14.549276,5.98,F5V
HIP 12584,2.696757,-3.213807,6.07,G9III:
HIP 12608,2.701834,-38.383686,5.99,G8III
HIP 12611,2.702345,-46.524441,6.09,G8IV
12    Per,2.704144,40.193944,4.91,F9V
34Mu  Ari,2.706094,20.011465,5.74,A0V
HIP 12647,2.708038,10.741725,6.32,A2V
Iot Hor,2.709265,-50.800294,5.4,G3IV
HIP 12686,2.716528,53.526105,5.85,K0II-III
HIP 12690,2.717182,48.265245,6.3,G5
11    Per,2.717451,55.106019,5.76,B7IIIp...
Kaffaljidhma,2.721678,3.235818,3.47,A3V
HIP 12708,2.722287,-40.527905,6.35,B9V
HIP 12717,2.724034,-66.714252,6.23,F5V
35    Ari,2.724198,27.707146,4.65,B3V
HIP 12720,2.724698,-2.531452,6.48,K0
HIP 12744,2.730901,25.638343,6.35,A3V
14    Per,2.734766,44.29704,5.43,G0Ib
89Pi  Cet,2.735375,-13.858696,4.24,B7IV
HIP 12775,2.736273,-52.570597,6.15,A2V
13The Per,2.736634,49.228448,4.1,F7V
36    Ari,2.738642,17.763928,6.4,K2III
HIP 12786,2.739037,-32.524715,6.21,A1V
37Omi Ari,2.742493,15.311862,5.78,B9Vn
HIP 12821,2.747133,67.82463,5.95,A5III
87Mu  Cet,2.749039,10.114146,4.27,F1III-IV
38    Ari,2.749328,12.445761,5.17,A7III-IV
1Tau1Eri,2.751715,-18.572563,4.47,F5/F6V
HIP 12862,2.755807,4.711629,6.04,F0III:
Gam Hor,2.757629,-63.704553,5.73,G8III/IV
Zet Hyi,2.759048,-67.616617,4.83,A2IV/V
HIP 12964,2.779195,-21.639521,6.48,F3IV/V
HIP 12982,2.782865,35.983523,6.27,G8III
HIP 12990,2.784328,35.55468,6.28,A9V
HIP 13008,2.786425,-22.48575,6.47,F2V
HIP 13036,2.791987,44.272198,6.45,F5
HIP 13055,2.796568,81.448475,5.8,G8p...
Lilii Borea,2.79848,29.247118,4.52,K1III
40    Ari,2.808913,18.28379,5.83,K1III
HIP 13121,2.81275,25.188064,5.89,A0V
HIP 13133,2.815419,69.63429,6.26,A3V
Nu  Hor,2.817062,-62.806521,5.25,A2V
Bet For,2.818169,-32.405898,4.45,G8III
42Pi  Ari,2.821544,17.464309,5.26,B6V
HIP 13176,2.824143,37.326411,6.45,F6III-IV
HIP 13178,2.825205,57.084318,6.25,A5Ia
Gam1For,2.830824,-24.560311,6.14,K0III
Gam2For,2.831716,-27.941981,5.39,A1V
Bharani,2.833063,27.260507,3.61,B8Vn
Eta2For,2.837438,-35.843636,5.92,K0III
Nu  Hyi,2.841255,-75.066947,4.76,K3III
16    Per,2.843063,38.318644,4.22,F2III
HIP 13257,2.843137,36.948328,6.44,G0
Eta3For,2.844557,-35.675849,5.48,K2III
Miram,2.844945,55.895496,3.77,K3Ib comp SB
HIP 13271,2.846611,-39.932224,6.36,A0V
Angetenar,2.850645,-21.004019,4.76,K0III
43Sig Ari,2.858218,15.082071,5.52,B7V
17    Per,2.858566,35.059741,4.56,K5III
HIP 13339,2.861594,46.841939,5.86,G8III
HIP 13347,2.862749,58.314291,6.46,A1m
HIP 13363,2.865621,-30.81452,6.38,F6V
HIP 13367,2.866319,68.888497,5.94,F5:Ib-II
HIP 13387,2.87194,-62.909583,6.03,K1III
HIP 13402,2.87559,-12.769714,6.05,K1V
HIP 13421,2.880761,-9.441236,6.31,A7IV
HIP 13424,2.881118,52.997353,6.35,B8III
HIP 13429,2.881846,-65.455291,6.47,K0/K1III
HIP 13448,2.886582,16.48346,6.3,F5III
HIP 13462,2.889186,48.569955,6.23,G5Iab:
Psi For,2.892885,-38.437004,5.93,F5V
HIP 13479,2.893144,-22.376308,5.93,G8/K0III
20    Per,2.895168,38.337488,5.34,F4Vvar
HIP 13518,2.901797,-50.871402,6.22,K4III
18Tau Per,2.904295,52.762479,3.93,G4III...
45Rho2Ari,2.930138,18.33164,5.76,M6IIIvar
HIP 13665,2.932452,61.521138,5.59,F4V
HIP 13679,2.937158,8.381563,5.97,F7IV
HIP 13700,2.940181,64.332442,6.17,K3Ibvar
Azha,2.940458,-8.898144,3.89,K1III-IV
46Rho3Ari,2.940596,18.023119,5.58,F6V
HIP 13713,2.942584,47.164006,6.05,K3III:
HIP 13717,2.943729,-3.71232,5.16,A3Vn
HIP 13732,2.947405,51.261284,6.22,K5III
HIP 13756,2.951271,4.50103,6.15,M4III
HIP 13768,2.953584,-29.855289,6.29,A2/A3V:+...
21    Per,2.954801,31.934219,5.1,B9p...
4    Eri,2.9566,-23.862164,5.44,A5IV/V
HIP 13789,2.959063,-38.190925,6.41,A0Vn
HIP 13832,2.967314,38.614926,6.06,K3III
47    Ari,2.968114,20.668733,5.8,F5IV
6    Eri,2.968258,-23.606012,5.82,K2III
Acamar,2.971023,-40.304672,2.88,A4III+...
HIP 13874,2.978355,-2.782877,5.22,A2IV
22Pi  Per,2.979352,39.662728,4.68,A2Vn
HIP 13883,2.979806,-9.776506,6.14,A2m
Bet Hor,2.979939,-64.071284,4.98,A5III
24    Per,2.984356,35.183128,4.94,K2III
HIP 13907,2.985137,-28.907213,6.14,K1III
48Eps Ari,2.986868,21.340429,4.63,A2Vs
Zet For,2.993381,-25.274133,5.69,F3V
HIP 13947,2.993973,-32.507198,6.32,A0V
HIP 13949,2.99441,41.032941,5.89,K2
5    Eri,2.994767,-2.464952,5.56,B9.5V
91Lam Cet,2.99525,8.907365,4.71,B6III
HIP 13965,2.997164,47.220693,5.47,G4p
HIP 13997,3.003303,38.13174,6.11,B8Vn
HIP 14036,3.012261,10.870388,5.93,K6
7    Eri,3.014133,-2.878618,6.11,M2III
HIP 14043,3.014501,52.351744,5.24,B7V
8Rho1Eri,3.019451,-7.663012,5.75,K0II
Eps For,3.027115,-28.091554,5.88,G8/K0V
HIP 14104,3.031195,5.336151,6.24,K0
49    Ari,3.031706,26.462354,5.91,A3m
HIP 14110,3.032255,-9.961407,5.84,G6III:
HIP 14124,3.03591,-6.494543,6.2,G0IV-V
The Hyi,3.037615,-71.902457,5.51,B8III/IV
Menkar,3.037992,4.089734,2.54,M2III
93    Cet,3.039588,4.352884,5.62,B7V
11Tau3Eri,3.039863,-23.624472,4.08,A4V
9Rho2Eri,3.045076,-7.685472,5.32,K0II-III
HIP 14187,3.048849,-46.975036,5.81,K2/K3III
HIP 14232,3.058376,28.269906,6.38,F0V
Mu  Hor,3.060239,-59.737775,5.12,F0IV
HIP 14264,3.065763,47.84848,6.48,F0
10Rho3Eri,3.071254,-7.600857,5.26,A8V
HIP 14315,3.077241,1.863604,6.05,K0III
HIP 14318,3.077957,15.856023,6.37,K3III
23Gam Per,3.079942,53.50644,2.91,G8III+...
25Rho Per,3.08627,38.840274,3.32,M3IIIvar
HIP 14355,3.086471,-8.274247,6.3,K0
HIP 14365,3.089171,40.582181,6.06,K0III
52    Ari,3.090747,25.255174,5.45,B7Vn
HIP 14382,3.092338,56.705719,4.77,K0II-III
HIP 14392,3.094489,56.068965,6.1,G9III
HIP 14417,3.102203,79.418535,5.49,F7IV comp SB
HIP 14439,3.106579,13.18725,5.64,K3III
HIP 14456,3.109303,-6.088555,5.23,M3III
HIP 14502,3.121947,64.057594,5.89,B9V
53    Ari,3.123798,17.879995,6.13,B1.5V
HIP 14521,3.125541,-78.989244,5.67,F2II-III
HIP 14544,3.129817,47.308709,6.38,A3Vnn
HIP 14547,3.130271,-69.26492,6.12,K1III
HIP 14551,3.13079,-27.831151,6.18,A3V
HIP 14566,3.134401,52.213511,6.33,B5V
Algol,3.136148,40.955648,2.09,B8V
54    Ari,3.139197,18.795053,6.24,M0III
HIP 14607,3.144109,8.471069,6.28,G9III
HIP 14626,3.148384,62.384596,6.47,B1V:e
Iot Per,3.151005,49.613278,4.05,G0V
HIP 14649,3.155592,20.761123,6.41,K2
Misam,3.158258,44.857544,3.79,K0III
55    Ari,3.160206,29.07708,5.74,B8III
HIP 14719,3.169122,27.819766,6.42,A0V
HIP 14748,3.174179,26.896233,6.02,K3III
HIP 14749,3.174235,-48.734156,6.11,K1III
HIP 14757,3.176496,-23.738548,6.37,K0III
HIP 14764,3.177443,11.872627,5.97,B8V
HIP 14791,3.183549,64.896266,6.5,A4V
HIP 14797,3.184801,-13.264284,6.36,F6III
HIP 14814,3.18798,-16.024967,6.25,K2III
28Ome Per,3.188163,39.611582,4.61,K1III
HIP 14819,3.188549,-3.811595,6.08,M1III
HIP 14821,3.189422,13.047845,6.11,K0IIIp
Botein,3.193822,19.726677,4.35,K2IIIvar
HIP 14844,3.195229,81.47071,5.92,A7III-IV
HIP 14862,3.198957,74.393659,4.85,A2Vnn
Dalim,3.201249,-28.987618,3.8,F8V
HIP 14887,3.202654,42.375905,6.15,B4V
56    Ari,3.203957,27.256968,5.78,B9p Si
HIP 14913,3.207146,-44.41966,5.92,F3V+...
HIP 14914,3.207333,47.725875,6.32,K5III
HIP 14915,3.207324,6.660883,5.55,K1IIIpe+...
HIP 14930,3.209209,-57.321549,5.71,C5II
94    Cet,3.212899,-1.196101,5.07,F8V
HIP 14972,3.21708,-35.943688,6.29,B9IV/V
HIP 15004,3.223297,48.176953,5.93,G9III
HIP 15024,3.227207,-29.804129,6.17,K1IICN...
58Zet Ari,3.24836,21.044441,4.87,A1V
HIP 15118,3.249049,42.503637,6.07,K2III
HIP 15125,3.250075,-26.100459,6.25,A1V
HIP 15154,3.255677,30.556689,5.61,A1Vs
HIP 15191,3.263095,32.856712,6.3,F4Vwvar
HIP 15192,3.263325,57.14062,5.79,A0Ia
HIP 15193,3.263519,50.95589,6.46,A0
Zibal,3.263896,-8.81973,4.8,A5m
Iot Hyi,3.265951,-77.388454,5.51,F4III
HIP 15203,3.266904,-5.918705,6.17,B9V
HIP 15204,3.267182,34.688513,6.25,A1m
HIP 15209,3.267903,45.346133,6.15,M2III
HIP 15219,3.270057,50.937664,5.04,G5II
HIP 15230,3.272701,-5.730464,6.3,K5
HIP 15241,3.276442,32.184018,5.98,G8IV
14    Eri,3.276602,-9.154676,6.14,F1V
HIP 15282,3.286515,40.482979,6.44,B9p
HIP 15305,3.290722,-47.751664,5.84,K2III
HIP 15309,3.292093,65.658367,6.41,A3V
HIP 15323,3.29446,31.127048,6.4,G0
Zet1Ret,3.295903,-62.575322,5.53,G2V
HIP 15334,3.296042,39.283373,5.97,A2IV
30    Per,3.296485,44.025024,5.49,B8V...
HIP 15353,3.299728,-66.926853,6.03,A3V
HIP 15357,3.300717,-28.797075,5.93,F3V+...
Zet2Ret,3.303309,-62.506363,5.24,G1V
15    Eri,3.30614,-22.511118,4.86,K0III
95    Cet,3.306229,-0.930288,5.62,K1IV
29    Per,3.310482,50.222174,5.16,B3V
HIP 15411,3.311429,-18.559794,5.72,F3V
HIP 15416,3.312174,34.222653,4.85,K2II
31    Per,3.318787,50.094966,5.05,B5V
96Kap1Cet,3.322693,3.370198,4.84,G5Vvar
16Tau4Eri,3.325278,-21.757864,3.7,M3/M4III
HIP 15479,3.326363,-24.122902,5.63,M1III
82 G. Eri,3.331944,-43.069784,4.26,G8V
59    Ari,3.332166,27.071134,5.91,G8IV
HIP 15520,3.333129,65.652292,4.74,B2.5Vne
HIP 15547,3.338783,77.73474,5.44,A6V
HIP 15549,3.338989,29.048458,4.47,K2II-III
60    Ari,3.340437,25.662739,6.14,K3III:
HIP 15585,3.345889,-26.606506,6.4,F7V
97Kap2Cet,3.35189,3.67562,5.7,G8.5III
61Tau1Ari,3.353784,21.147086,5.27,B5IV
HIP 15643,3.35667,-23.635135,5.5,G8III
32    Per,3.357381,43.329651,4.96,A3V
HIP 15655,3.359286,-47.776661,6.4,K0III
HIP 15669,3.364577,49.070905,5.94,F6V
62    Ari,3.36997,27.607553,5.55,G5III
HIP 15700,3.37119,-25.587802,6.36,A1V
63Tau2Ari,3.379234,20.742069,5.1,K3III
HIP 15770,3.386997,49.213269,5.32,B5V
HIP 15776,3.38825,-7.794098,6.2,G2V
HIP 15800,3.393418,0.910087,6.47,K0
HIP 15807,3.394164,4.882105,6.37,G5III
HIP 15840,3.400636,-69.624606,6.14,A4:V+...
HIP 15850,3.402814,12.62959,6.03,K0III-IV
64    Ari,3.405132,24.724063,5.5,K4III
Mirfak,3.405378,49.86118,1.79,F5Ib
65    Ari,3.407255,20.803489,6.07,A1V
HIP 15876,3.408249,33.535962,5.78,A0V
HIP 15884,3.410057,-51.062657,6.5,A0V
HIP 15890,3.411267,64.585996,5.13,M0II
1Omi Tau,3.413554,9.02887,3.61,G8III
HIP 15968,3.426737,-69.336436,5.96,F3V
Chi1For,3.432177,-35.920885,6.39,A1IV
HIP 15988,3.432604,49.120757,6.09,B7V
HIP 16015,3.436606,-41.63694,6.33,A1V
