Name,RA,Dec,V-Mag
HIP 682,0.140485,6.616805,7.59
HIP 683,0.140568,41.957982,8.72
HIP 684,0.140688,-44.273626,9.86
HIP 685,0.140806,-53.443168,9.23
HIP 686,0.140864,-30.068597,9.5
HIP 687,0.140912,17.4243,10.73
HIP 688,0.141017,-24.093733,7.59
HIP 689,0.141237,34.934547,7.41
HIP 690,0.141607,-66.514202,9.26
HIP 691,0.141714,52.336458,7.78
HIP 692,0.141914,-6.792152,7.76
HIP 693,0.142018,20.26728,8.94
HIP 694,0.142088,11.171533,8.95
HIP 695,0.142462,63.20404,6.41
HIP 696,0.142638,-17.578155,6.11
HIP 697,0.143155,53.2541,7.76
HIP 698,0.144105,-74.238455,7.38
HIP 699,0.14471,36.627125,6.21
HIP 700,0.145309,-2.222583,7.05
HIP 701,0.145546,74.214765,7.44
HIP 702,0.145823,-52.328069,8.5
HIP 704,0.146077,14.141976,7.84
HIP 703,0.146154,-86.188489,11.01
HIP 706,0.146163,-34.794373,7.88
HIP 707,0.146318,-66.759461,9.1
HIP 708,0.146337,-36.744173,8.65
HIP 705,0.146547,86.787882,8.41
HIP 709,0.146797,-47.060773,7.81
HIP 710,0.146874,8.021868,7.43
HIP 711,0.146984,-7.897063,8.76
HIP 712,0.147193,40.841019,7.58
HIP 713,0.147195,-60.264565,9.55
HIP 714,0.147223,40.494549,6.82
HIP 715,0.147738,-25.547755,10.24
HIP 716,0.147814,25.462985,6.24
HIP 717,0.147845,0.692453,7.31
HIP 718,0.148031,-42.918242,10.52
HIP 719,0.148058,-35.819052,9.27
HIP 720,0.148235,-22.179517,7.13
HIP 721,0.148699,-26.223648,9.14
HIP 722,0.149052,12.804382,8.48
HIP 723,0.149189,66.456662,8.57
HIP 724,0.149788,-21.206353,7.21
HIP 725,0.149865,34.367931,9.05
HIP 726,0.149905,-39.737159,7.72
HIP 727,0.149981,49.858079,8.03
HIP 728,0.150045,28.247543,6.47
87    Peg,0.150672,18.211963,5.57
HIP 730,0.15066,-54.001931,6.32
HIP 732,0.150744,-35.091879,7.78
HIP 731,0.1508,27.651596,11.65
HIP 733,0.15079,9.849967,8.58
HIP 734,0.150791,-24.335003,10.37
HIP 735,0.150881,22.664265,9.23
HIP 736,0.150932,-59.280974,9.2
HIP 737,0.151014,40.842859,6.93
HIP 738,0.151197,-27.122139,11.73
HIP 739,0.151096,-28.330084,9.32
HIP 740,0.151197,19.924689,7.11
HIP 741,0.15157,-36.650588,9.79
HIP 742,0.151783,-50.607799,8.21
HIP 743,0.151938,-50.013647,8.42
HIP 744,0.152382,-50.166802,7.05
HIP 745,0.152582,-38.289629,9.26
11Bet Cas,0.152887,59.14978,2.28
HIP 747,0.152834,44.721765,8.77
HIP 748,0.153075,21.05935,9.25
HIP 749,0.153196,-31.477277,9.3
HIP 750,0.153232,44.722674,10.63
HIP 751,0.153585,42.254417,9.9
HIP 752,0.153605,-0.752178,9.89
HIP 753,0.1541,32.476464,9.33
HIP 754,0.154371,25.281961,7.78
HIP 755,0.154625,65.070892,7.02
HIP 756,0.155063,-37.383061,11.26
HIP 757,0.155158,-59.060393,8.89
HIP 758,0.155308,-41.886399,9.6
HIP 759,0.155401,17.533922,7.07
HIP 760,0.155525,79.714545,6.01
Kap1Scl,0.155851,-27.987928,5.42
HIP 762,0.156485,-41.044534,9.11
HIP 763,0.156465,58.665895,8.24
HIP 764,0.156635,14.417644,8.97
Eps Phe,0.156836,-45.747426,3.88
HIP 766,0.156827,0.071997,8.59
HIP 767,0.157661,46.387872,7.17
HIP 768,0.157818,19.115793,7.94
HIP 769,0.157788,1.244035,7.27
HIP 770,0.157834,-12.035195,9.59
HIP 771,0.158451,-10.187542,7.94
HIP 772,0.158525,-34.110862,8.52
HIP 773,0.158617,19.559094,7.59
HIP 774,0.158954,-40.649444,9.17
HIP 775,0.15947,-66.029793,8.08
HIP 776,0.159703,-46.375141,9.8
HIP 777,0.159782,-21.381862,8.92
HIP 778,0.160083,-51.737077,9.91
HIP 779,0.160101,62.667817,9.42
HIP 780,0.160119,26.682032,8.84
HIP 781,0.160147,51.566909,10.15
HIP 782,0.160928,-56.191823,8.37
HIP 783,0.16104,-32.07893,9.33
HIP 784,0.161462,57.259583,9.35
HIP 785,0.161482,-63.589789,7.4
HIP 786,0.16155,-37.314869,8.35
HIP 787,0.162169,-31.825505,9.53
HIP 788,0.162137,-3.678416,9.59
HIP 789,0.162862,36.473758,10.05
HIP 791,0.163481,-40.892934,8.57
HIP 790,0.163469,19.381167,8.48
HIP 792,0.163526,-6.841211,8.43
HIP 793,0.163878,53.526584,8.45
HIP 794,0.163912,-33.789024,8.84
HIP 796,0.164276,61.51404,11.18
HIP 795,0.164347,8.453169,8.64
HIP 797,0.164387,11.416198,8.42
HIP 798,0.164474,-62.296794,6.34
HIP 800,0.164562,51.42302,7.93
HIP 799,0.16457,12.710828,8.36
HIP 801,0.164681,-50.267822,8.32
HIP 802,0.165277,4.832508,7.77
HIP 803,0.165283,-2.561266,6.84
HIP 804,0.165664,-78.5906,8.78
HIP 805,0.165767,-44.66644,7.19
HIP 806,0.165865,4.166104,8.5
HIP 807,0.165952,8.576941,8.82
HIP 808,0.16601,43.438358,9.04
HIP 809,0.166142,-65.35711,7.93
HIP 810,0.166416,-25.874708,7.66
HIP 811,0.166811,-28.482428,10.07
HIP 812,0.167122,44.109662,9.03
34    Psc,0.167278,11.145813,5.54
Gam3Oct,0.167293,-82.224047,5.29
HIP 815,0.167393,-63.29677,8.13
HIP 817,0.167553,46.390314,7.51
HIP 816,0.167559,-77.480424,9.08
HIP 818,0.167591,-8.974153,7.1
HIP 819,0.167895,-79.001848,7.88
HIP 820,0.167948,86.023058,9.4
HIP 821,0.167993,33.539441,9.06
HIP 822,0.168128,84.151992,8.38
HIP 823,0.168127,38.414928,10.65
HIP 824,0.168192,25.197908,7.77
HIP 825,0.168522,50.806826,8.5
HIP 826,0.168534,47.306836,8.61
HIP 827,0.168541,-28.337793,10.05
HIP 828,0.168684,39.648891,8.71
HIP 830,0.168857,-15.177119,9.37
HIP 829,0.168888,-78.300717,6.97
HIP 831,0.169259,-49.143374,8.56
HIP 832,0.169487,-33.281048,9.34
HIP 833,0.169558,-19.983579,9.47
HIP 834,0.16958,64.646715,8.11
HIP 835,0.170285,25.526753,8.91
HIP 836,0.170584,60.026047,7.83
HIP 837,0.171197,50.884898,8.95
HIP 838,0.171239,52.255137,7.2
HIP 839,0.171641,-70.836895,9.37
HIP 840,0.171908,-5.248588,5.84
22    And,0.172012,46.072272,5.01
HIP 842,0.17238,-22.769172,9.81
HIP 843,0.172452,18.650378,9.27
HIP 844,0.172592,-48.143583,9.5
HIP 845,0.172999,-43.522923,9.32
HIP 846,0.173076,-13.983955,8.92
HIP 847,0.173069,-11.785853,8.38
HIP 848,0.173373,58.48948,7.74
HIP 849,0.173593,-6.03972,8.6
HIP 850,0.173797,-30.479083,9.49
HIP 851,0.173979,-14.452334,8.35
HIP 852,0.1741,28.652881,7.11
HIP 853,0.174292,-73.649427,9.87
HIP 854,0.174561,13.59496,8.98
HIP 855,0.174721,51.912346,7.75
HIP 856,0.174882,15.23177,8.24
HIP 857,0.174909,57.165494,6.74
HIP 858,0.175667,33.130884,6.83
HIP 859,0.176177,52.316709,7.7
HIP 860,0.176293,59.673407,6.7
HIP 861,0.176851,-41.118642,8.67
HIP 862,0.177097,-49.281497,9.94
HIP 863,0.177182,-63.634331,8.73
HIP 864,0.177257,16.844023,9.63
HIP 865,0.177328,-73.224389,6.66
HIP 866,0.177431,56.056125,8.29
HIP 867,0.177535,12.820231,8.47
HIP 868,0.177575,2.300681,8.16
HIP 869,0.177974,13.223001,8.97
HIP 870,0.177979,2.055542,7.51
HIP 871,0.178352,54.891493,8.97
HIP 872,0.178462,-54.400334,8.55
HIP 873,0.178565,-12.579897,5.84
HIP 874,0.179206,58.018308,7.85
HIP 875,0.179408,-38.768916,8.68
HIP 877,0.179539,55.342807,8.05
HIP 876,0.179545,58.769516,8.27
HIP 878,0.179568,-21.933595,7.68
HIP 879,0.179651,-73.507493,9.4
HIP 880,0.179681,37.473902,7.77
HIP 881,0.179692,-34.860715,6.89
HIP 882,0.179777,32.242575,7.55
HIP 883,0.179827,-57.486396,8.27
HIP 884,0.180038,51.177861,8.16
HIP 885,0.180094,49.010749,8.07
HIP 886,0.180135,30.685621,7.91
HIP 887,0.181524,-13.902804,7.71
HIP 888,0.181677,-31.215305,10.16
HIP 889,0.182227,48.110407,8.41
HIP 891,0.182222,-42.251602,8.88
HIP 890,0.18223,64.963177,9.64
HIP 892,0.182482,-2.074563,7.93
HIP 893,0.182763,-18.572934,7.78
HIP 894,0.182818,52.442739,8.9
HIP 895,0.183721,29.550458,8.55
HIP 896,0.184351,13.750385,9.15
HIP 897,0.184614,-5.78397,10.86
HIP 898,0.184619,5.20883,11.55
HIP 899,0.184584,-10.877867,9.08
HIP 900,0.184902,4.133093,7.44
HIP 901,0.185251,26.337961,10.35
HIP 902,0.18552,57.587941,6.68
HIP 903,0.185783,-87.414226,8.85
HIP 904,0.185841,-7.376272,8.9
HIP 905,0.185928,49.546654,8.24
HIP 906,0.186013,-3.321389,6.74
HIP 907,0.187307,6.180449,10.75
HIP 908,0.187433,10.636043,8.44
HIP 909,0.187687,7.948144,7.69
6    Cet,0.187739,-15.467977,4.89
HIP 911,0.188231,-20.725211,11.8
HIP 912,0.188197,-29.640517,8.88
HIP 913,0.188291,-40.372691,7.7
HIP 914,0.188343,-32.800438,8.6
HIP 915,0.188775,-32.403882,8.44
HIP 916,0.189173,58.349916,9.5
HIP 917,0.18938,50.843077,9.03
HIP 918,0.189464,74.484543,7.15
HIP 919,0.189561,30.449575,7.95
HIP 920,0.19012,23.818224,8.23
HIP 921,0.190127,-8.359062,9.81
HIP 922,0.19148,-18.706899,8.48
HIP 923,0.191505,35.931082,9.33
HIP 924,0.191899,-49.629299,8.97
HIP 925,0.191944,-1.123352,8.08
HIP 926,0.19198,40.398952,7.47
HIP 927,0.19207,-55.749678,8.34
HIP 928,0.192097,-34.460093,7.75
HIP 929,0.192482,-58.909841,8.34
Kap2Scl,0.192894,-27.799737,5.41
HIP 931,0.193114,-3.078025,7.56
HIP 932,0.193145,-18.600657,6.93
HIP 933,0.193215,7.12149,10.03
HIP 935,0.193232,33.680297,8.69
HIP 934,0.193257,-57.472549,9.04
HIP 936,0.193247,-5.068164,8.32
HIP 937,0.193449,-23.63236,7.85
HIP 938,0.193534,-80.173734,7.21
HIP 939,0.193558,-17.968919,8.98
HIP 940,0.193652,58.211829,7.09
HIP 941,0.193687,-72.275491,8.85
HIP 942,0.193737,63.443136,9.21
HIP 943,0.193737,10.328334,8.61
HIP 944,0.193911,-49.656027,7.91
HIP 945,0.194149,55.961461,7.47
HIP 946,0.194392,28.225166,8.65
HIP 947,0.194673,-9.7028,8.53
HIP 948,0.194867,-39.229949,9.92
HIP 949,0.194953,54.335498,8.09
The Scl,0.195552,-35.133119,5.24
HIP 951,0.195762,57.27152,7.06
HIP 952,0.19605,27.51019,8.45
HIP 953,0.196424,-33.234119,8.73
HIP 954,0.196536,9.139962,7.45
HIP 955,0.196723,-17.557723,9.02
HIP 956,0.197259,28.423347,7.51
HIP 957,0.197344,66.126345,7.32
HIP 958,0.197396,-54.209942,8.17
HIP 959,0.197453,50.989259,9.45
HIP 960,0.197489,-19.703307,9.72
HIP 961,0.197494,-35.546998,9.34
HIP 962,0.198331,-11.164912,8.75
HIP 963,0.198534,-33.037406,9.32
HIP 964,0.198554,-22.817689,7.91
HIP 965,0.198715,-75.476828,7.49
HIP 966,0.19891,-42.172144,6.53
HIP 967,0.199741,48.152396,6.18
HIP 968,0.199805,-0.229701,8.69
HIP 969,0.200381,23.471749,6.58
HIP 970,0.200388,-54.750881,7.8
HIP 971,0.200403,28.6065,7.19
HIP 972,0.200541,48.680136,8.17
HIP 973,0.200839,-13.813179,6.56
HIP 974,0.201112,27.098954,8.73
HIP 975,0.201451,-58.525166,7.62
HIP 976,0.201533,-7.08872,8.66
HIP 979,0.201689,-54.365396,8.68
HIP 978,0.201684,39.038845,8.2
HIP 977,0.201693,-7.70201,8.96
HIP 980,0.201897,47.491101,7.36
HIP 981,0.202242,53.623888,6.87
HIP 982,0.20243,48.182251,7.6
HIP 983,0.202773,-17.938278,5.29
HIP 984,0.202871,46.774907,9.12
HIP 985,0.203599,-27.78454,8.25
HIP 986,0.203865,39.901578,7.43
HIP 987,0.203871,-15.164624,8.88
HIP 988,0.204388,43.818205,7.95
HIP 989,0.20441,22.556735,7.69
HIP 990,0.204795,-50.700363,8.94
HIP 991,0.205107,-40.645637,10.58
HIP 992,0.205481,-57.505973,10.05
HIP 993,0.206157,-8.709774,8.88
HIP 994,0.207026,-61.605825,9.0
HIP 995,0.207329,45.959587,8.24
HIP 996,0.207868,20.234345,8.18
HIP 997,0.208285,-56.413342,9.91
HIP 998,0.208318,32.203913,8.88
HIP 999,0.208418,14.563523,8.44
HIP 1000,0.208406,-22.067316,8.73
HIP 1001,0.208593,-32.320774,9.12
HIP 1002,0.208879,-52.333503,9.23
HIP 1003,0.209115,-30.859837,8.66
HIP 1004,0.209156,24.636369,8.88
HIP 1005,0.20921,-11.692983,8.14
HIP 1006,0.209306,21.713437,11.67
HIP 1008,0.209341,44.590743,7.44
HIP 1007,0.209356,-88.362869,7.22
HIP 1009,0.209484,44.707195,6.5
HIP 1010,0.209765,-36.486019,10.07
HIP 1011,0.209947,44.316313,7.01
HIP 1012,0.210211,-13.610153,8.15
HIP 1013,0.210807,-26.853062,7.95
HIP 1014,0.210828,39.28797,8.18
HIP 1015,0.210961,9.527802,10.72
HIP 1016,0.210997,-59.50797,9.56
HIP 1017,0.211071,-61.312651,8.51
HIP 1018,0.211204,-1.227195,7.22
HIP 1019,0.211271,-43.16449,7.53
HIP 1020,0.211513,19.77121,9.27
HIP 1021,0.21208,65.545225,10.78
HIP 1022,0.212495,4.975312,9.85
HIP 1023,0.212565,57.22754,7.34
HIP 1024,0.212728,31.309666,9.55
HIP 1025,0.212904,27.109143,8.19
HIP 1026,0.213338,46.095405,6.63
HIP 1027,0.213479,15.560413,8.63
HIP 1028,0.213784,-31.897592,8.8
HIP 1029,0.21385,-47.513532,9.86
HIP 1030,0.213957,37.693656,6.71
HIP 1031,0.213975,-57.912609,7.22
HIP 1032,0.214835,-22.264277,8.49
HIP 1033,0.215316,-3.381546,7.37
HIP 1034,0.215467,-23.678975,10.51
HIP 1035,0.215799,35.6072,8.84
HIP 1036,0.216458,66.322069,10.54
HIP 1037,0.216572,29.392919,8.39
HIP 1038,0.216687,12.330953,8.19
HIP 1039,0.216764,55.859005,7.94
HIP 1040,0.216799,2.949643,8.62
HIP 1041,0.216952,72.521968,10.59
HIP 1042,0.216998,62.72808,7.8
HIP 1043,0.217167,49.926524,7.17
HIP 1044,0.217386,-45.176767,10.74
HIP 1045,0.217686,-24.954695,10.1
HIP 1046,0.217755,-22.470173,6.66
HIP 1047,0.217808,-23.939079,9.94
HIP 1048,0.217856,35.291547,7.69
HIP 1049,0.21795,37.418614,7.62
HIP 1050,0.218066,5.631412,11.44
HIP 1051,0.218332,20.190357,8.75
HIP 1053,0.218969,-7.682486,7.58
HIP 1052,0.219034,84.044212,9.02
HIP 1054,0.219131,-22.935506,9.03
HIP 1055,0.219212,20.38243,10.41
HIP 1057,0.219307,16.921456,6.52
HIP 1056,0.219317,-27.813516,8.17
HIP 1058,0.219451,-43.065172,7.57
HIP 1059,0.219917,11.72633,10.01
HIP 1060,0.219993,-30.349854,10.68
HIP 1061,0.220035,21.405282,8.39
HIP 1062,0.220039,-5.242054,8.05
HIP 1063,0.22019,62.040878,6.63
HIP 1064,0.220306,20.752754,9.17
HIP 1065,0.220462,-17.184679,7.55
HIP 1066,0.220502,-37.822873,7.21
88Gam Peg,0.220598,15.183596,2.83
HIP 1068,0.220849,69.326881,12.49
HIP 1069,0.220963,-26.325331,7.44
HIP 1070,0.221475,19.52124,8.83
HIP 1071,0.221576,-23.73251,7.98
HIP 1072,0.221754,-20.618703,7.45
HIP 1073,0.222045,8.929866,7.72
HIP 1074,0.222099,-84.993978,5.78
HIP 1075,0.222368,49.723376,7.32
HIP 1076,0.223312,26.987545,6.24
HIP 1077,0.223388,65.61346,10.24
HIP 1078,0.223506,19.07134,9.86
HIP 1079,0.224073,27.044015,8.72
HIP 1080,0.2242,68.248218,10.88
HIP 1081,0.224477,-59.905213,8.44
HIP 1082,0.224458,-0.148743,10.68
HIP 1083,0.224752,-36.828702,10.77
HIP 1084,0.225126,-65.944475,8.84
HIP 1085,0.22525,-40.358263,9.05
23    And,0.22524,41.03537,5.71
HIP 1087,0.225673,0.846962,9.58
HIP 1088,0.226113,-29.575694,8.58
HIP 1089,0.226728,36.170911,8.2
HIP 1090,0.226934,47.193267,7.98
HIP 1091,0.226959,-68.197676,9.22
HIP 1092,0.22721,80.665782,11.14
HIP 1093,0.227404,42.94939,7.26
HIP 1094,0.227576,-28.30072,10.96
HIP 1095,0.227913,6.580395,8.65
HIP 1096,0.228401,-26.022345,5.94
HIP 1097,0.228451,-49.198408,8.99
HIP 1098,0.228617,18.635725,8.08
HIP 1099,0.228994,-26.284959,6.14
HIP 1100,0.229012,52.658726,8.59
HIP 1101,0.229193,-48.684187,6.97
HIP 1102,0.229303,-23.214784,6.86
HIP 1103,0.229362,8.193504,7.41
HIP 1104,0.229503,54.464591,8.73
HIP 1105,0.229575,64.864866,8.07
HIP 1106,0.229603,-48.432804,8.54
HIP 1107,0.229882,1.383586,6.79
HIP 1108,0.230169,16.58059,8.96
HIP 1109,0.230382,17.918199,9.08
HIP 1110,0.230429,25.551942,9.48
HIP 1112,0.230621,36.860273,8.9
HIP 1111,0.23065,-52.570978,9.09
HIP 1113,0.231355,-74.688288,8.76
HIP 1114,0.231397,-56.999679,7.15
HIP 1115,0.232112,-17.545369,7.39
HIP 1116,0.232204,-52.545733,8.93
HIP 1117,0.232219,-9.742494,8.74
HIP 1118,0.232275,59.999319,6.91
HIP 1119,0.233361,-10.953673,9.42
HIP 1120,0.233675,-3.908824,7.41
HIP 1121,0.23369,0.868685,9.22
HIP 1122,0.233842,41.983232,8.79
HIP 1123,0.233967,33.206039,6.22
HIP 1124,0.234046,76.026999,7.17
HIP 1125,0.23413,44.512075,8.4
HIP 1127,0.234462,-0.033365,8.6
HIP 1126,0.234469,-74.912002,6.97
HIP 1129,0.234502,-43.188889,10.11
HIP 1128,0.234576,-11.311587,8.36
HIP 1130,0.234863,6.878096,9.23
HIP 1131,0.234995,73.390932,8.25
HIP 1132,0.235175,60.720352,7.7
HIP 1133,0.23584,26.258798,7.0
HIP 1134,0.236182,-7.199124,7.32
HIP 1135,0.236475,13.552338,8.6
HIP 1136,0.236694,-26.097434,10.25
HIP 1137,0.236967,35.418084,8.08
HIP 1138,0.237008,-35.808402,7.84
HIP 1139,0.23734,55.283235,7.7
HIP 1140,0.237419,-55.069662,6.66
HIP 1141,0.237949,-8.832541,7.99
HIP 1142,0.238468,-68.918642,8.2
HIP 1143,0.238669,52.86098,7.84
HIP 1144,0.238946,-27.53143,7.42
HIP 1145,0.239012,-1.184661,10.2
HIP 1146,0.239114,-62.771951,6.63
HIP 1147,0.239112,-21.196962,6.89
HIP 1148,0.239287,60.341697,8.51
HIP 1149,0.2393,4.885832,9.0
HIP 1151,0.239518,-28.934665,9.42
HIP 1150,0.239551,76.022167,7.72
HIP 1152,0.239892,43.845938,8.17
HIP 1153,0.240129,-2.197997,7.19
HIP 1154,0.240421,-27.169907,8.93
HIP 1155,0.240469,-40.420167,8.08
HIP 1156,0.240864,16.640844,8.23
HIP 1157,0.240967,50.302383,8.31
HIP 1158,0.241008,-7.780532,5.13
HIP 1159,0.241032,-55.696753,10.17
HIP 1160,0.24108,-18.431496,9.54
HIP 1161,0.241118,-14.431785,6.95
HIP 1162,0.241179,56.252932,9.17
HIP 1163,0.241769,-16.671764,8.85
HIP 1164,0.242702,41.032642,6.68
HIP 1165,0.243051,-47.881425,8.77
HIP 1166,0.243217,-31.023336,9.49
HIP 1167,0.243241,53.827559,8.27
89Chi Peg,0.243378,20.206702,4.79
HIP 1169,0.24349,1.296839,7.03
HIP 1171,0.244005,-46.617228,8.69
7    Cet,0.244005,-18.932866,4.44
HIP 1172,0.244123,-43.831163,8.9
HIP 1173,0.244188,-39.794277,9.18
HIP 1174,0.244247,12.236371,9.1
HIP 1175,0.244461,-33.045956,8.71
HIP 1176,0.244572,-14.80524,6.63
HIP 1177,0.244711,-12.748218,7.92
HIP 1178,0.24484,51.616864,8.1
HIP 1179,0.244864,3.363891,8.67
HIP 1180,0.245199,64.566159,8.4
HIP 1181,0.245635,-46.033415,7.13
HIP 1182,0.246042,-39.243213,11.83
HIP 1183,0.246458,-28.975074,10.22
HIP 1184,0.246618,62.196265,8.49
HIP 1185,0.246725,-14.177699,6.82
HIP 1186,0.246995,-37.609062,9.89
HIP 1187,0.247173,-28.987365,10.04
HIP 1188,0.247218,23.793434,8.62
HIP 1189,0.247267,-0.302953,8.12
HIP 1190,0.248173,-32.152777,8.01
HIP 1191,0.248476,-9.569571,5.77
HIP 1192,0.248823,-3.027412,6.64
HIP 1193,0.24886,22.284225,6.25
HIP 1194,0.24898,21.542112,7.06
HIP 1195,0.249515,-34.904223,6.17
35    Psc,0.249677,8.820962,6.02
HIP 1197,0.249794,8.818271,7.58
HIP 1198,0.25,-36.160395,8.1
HIP 1199,0.250001,5.588272,8.41
HIP 1200,0.2503,66.113946,8.16
HIP 1201,0.250387,-16.054693,8.99
HIP 1202,0.250529,54.078441,7.68
HIP 1203,0.250996,-33.584086,9.09
HIP 1204,0.251111,52.639601,7.67
HIP 1205,0.251222,33.572126,9.72
HIP 1206,0.251274,-68.5301,8.57
HIP 1207,0.251883,33.030459,7.34
HIP 1208,0.25193,31.535725,6.34
HIP 1209,0.252046,61.767198,8.44
HIP 1210,0.252213,-29.006394,9.09
HIP 1211,0.252553,34.868176,7.99
HIP 1212,0.25267,-44.650581,9.14
HIP 1213,0.252726,58.424291,9.91
HIP 1214,0.252741,17.691672,8.98
HIP 1215,0.252934,27.28344,6.35
HIP 1216,0.253088,78.017305,8.17
HIP 1217,0.253403,-68.849581,8.71
HIP 1218,0.25353,-34.495178,8.39
HIP 1219,0.253579,27.61215,8.66
HIP 1220,0.253677,-24.485181,8.71
HIP 1221,0.253762,-42.103368,9.13
HIP 1222,0.253982,60.340468,10.55
HIP 1223,0.254019,-30.935046,9.4
HIP 1224,0.254077,53.074161,10.36
HIP 1225,0.254189,-40.095977,7.5
HIP 1226,0.254199,-40.092132,9.69
HIP 1227,0.254228,68.006498,11.67
HIP 1228,0.25447,-42.165003,8.7
HIP 1229,0.254517,45.179214,8.35
HIP 1230,0.254519,-6.138214,7.75
HIP 1231,0.254555,-16.756248,7.67
HIP 1232,0.254911,-42.496532,9.7
HIP 1233,0.254953,44.203397,6.76
HIP 1234,0.255985,28.587169,7.33
HIP 1235,0.256099,62.696229,9.12
HIP 1236,0.256184,-32.045274,7.89
HIP 1237,0.256824,-13.054433,8.53
HIP 1238,0.257191,-30.169159,8.79
HIP 1239,0.25738,24.069702,9.46
HIP 1240,0.257549,64.27516,10.66
HIP 1241,0.257579,-3.65419,9.11
HIP 1242,0.257803,-16.133807,11.49
HIP 1243,0.258164,-40.454695,7.65
HIP 1244,0.258494,52.036136,9.16
HIP 1245,0.259025,13.419408,7.87
HIP 1246,0.259265,-69.751481,9.08
HIP 1247,0.259364,50.050304,7.45
HIP 1248,0.259513,-24.346461,9.16
HIP 1249,0.26073,5.843847,6.98
HIP 1250,0.261371,-71.426105,8.78
HIP 1251,0.261438,-26.442348,10.0
HIP 1252,0.261704,-7.306514,8.93
HIP 1253,0.261845,11.609652,9.44
HIP 1254,0.262117,-35.150279,8.45
HIP 1255,0.26248,45.543881,8.24
HIP 1256,0.262511,39.020844,8.57
HIP 1257,0.262812,49.330165,8.27
HIP 1258,0.263074,-66.924059,8.54
HIP 1259,0.263501,59.440263,7.9
HIP 1260,0.263592,-11.990188,8.88
HIP 1262,0.263958,-24.123033,10.44
HIP 1261,0.263969,42.343923,8.46
HIP 1263,0.264323,60.431565,10.83
HIP 1265,0.264339,-5.601215,7.48
HIP 1264,0.264344,2.702277,8.4
HIP 1266,0.264405,-8.876267,9.05
HIP 1267,0.26472,58.329315,8.64
HIP 1269,0.265239,61.000172,6.43
HIP 1268,0.265257,-75.911615,6.49
HIP 1270,0.265352,-50.167354,8.77
HIP 1271,0.265635,-20.416146,9.88
HIP 1272,0.265917,4.251116,7.13
HIP 1273,0.266257,38.758959,8.05
HIP 1274,0.266628,-9.479564,8.57
HIP 1275,0.266706,-22.421596,9.76
HIP 1278,0.267212,-67.899411,8.43
HIP 1277,0.267236,14.707314,8.39
HIP 1276,0.267224,-48.260852,11.58
HIP 1279,0.26738,-42.671042,8.07
HIP 1280,0.267402,-43.118936,10.42
HIP 1281,0.267553,-71.251434,9.22
HIP 1282,0.267596,-25.65717,10.37
HIP 1283,0.267693,-58.773898,8.24
HIP 1285,0.267967,-14.053598,9.01
HIP 1284,0.268122,88.401193,9.12
HIP 1286,0.268171,8.115541,7.59
HIP 1287,0.268923,-37.561527,9.11
HIP 1288,0.269126,-31.446394,5.66
HIP 1289,0.269286,47.892842,8.83
HIP 1290,0.269536,-27.778319,9.35
HIP 1291,0.269692,55.868024,9.02
HIP 1293,0.269698,-63.162041,8.54
HIP 1292,0.26986,-79.851182,6.59
HIP 1294,0.269879,30.532577,8.79
HIP 1296,0.270527,76.950755,6.35
HIP 1295,0.270724,19.860459,11.79
HIP 1297,0.270726,35.178319,8.92
HIP 1298,0.271265,-22.577995,9.58
HIP 1299,0.272192,-33.469436,9.53
HIP 1301,0.27246,16.646367,9.74
HIP 1300,0.272422,71.930989,9.74
HIP 1302,0.272645,43.595049,6.12
HIP 1303,0.272712,-7.030112,8.69
HIP 1304,0.272846,-19.399609,8.78
HIP 1306,0.273182,-22.588015,7.9
HIP 1305,0.273175,-34.829317,9.07
HIP 1307,0.27334,-43.780136,7.88
HIP 1308,0.273448,-46.719835,11.06
HIP 1309,0.27344,-70.392369,7.18
HIP 1310,0.273808,53.945641,7.22
HIP 1311,0.274351,-36.796289,9.2
HIP 1313,0.275368,-56.224689,9.18
HIP 1312,0.275399,-66.690074,7.74
HIP 1314,0.275652,-55.469563,7.81
HIP 1315,0.275683,-32.760428,7.34
HIP 1316,0.275982,-38.830667,9.75
HIP 1317,0.276006,-17.895663,8.56
HIP 1318,0.276106,-13.403904,7.15
36    Psc,0.276122,8.240154,6.12
HIP 1320,0.276319,15.8372,8.32
HIP 1321,0.276418,-1.523231,8.52
HIP 1322,0.276796,-50.26901,12.38
HIP 1323,0.277061,-21.600558,9.74
HIP 1324,0.277274,-4.97764,9.61
HIP 1325,0.277617,1.850607,6.98
HIP 1326,0.277726,11.938175,8.15
HIP 1327,0.277768,-39.491913,9.51
HIP 1328,0.278021,-30.434609,8.9
HIP 1329,0.278235,54.660146,7.43
HIP 1330,0.278352,-32.688435,6.67
HIP 1331,0.278429,-20.210061,6.5
HIP 1332,0.278452,-41.749836,9.67
HIP 1333,0.278619,36.629812,6.99
HIP 1334,0.278709,20.856694,10.01
HIP 1335,0.278744,41.849525,8.58
HIP 1336,0.279032,36.491502,7.74
HIP 1337,0.279111,47.279398,8.32
HIP 1340,0.27935,13.916805,7.46
HIP 1339,0.279355,10.244778,6.51
HIP 1341,0.279785,-46.574143,8.03
HIP 1342,0.280064,-78.780154,6.78
HIP 1343,0.280482,47.244029,9.21
HIP 1344,0.28067,32.450751,10.04
HIP 1345,0.280777,-49.62774,8.88
HIP 1346,0.281041,46.614272,7.18
